measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2012,0.000226544,0.00027734,0.000182717
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2012,0.000156722,0.000197835,0.000127098
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2012,0.00021024,0.000259585,0.000168975
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2012,7.03E-05,9.02E-05,5.67E-05
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2012,0.000272864,0.000338724,0.000220067
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2012,4.82E-05,6.03E-05,3.84E-05
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2012,0.000234835,0.000297065,0.000182078
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2012,5.21E-05,6.38E-05,4.18E-05
Deaths,Middle East & North Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2012,0.001629543,0.001933038,0.001006445
Deaths,Middle East & North Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2012,0.000852553,0.000958804,0.000757944
Deaths,Middle East & North Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2012,0.002330855,0.00271535,0.001697156
Deaths,Middle East & North Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2012,0.00084706,0.000969285,0.000749104
Deaths,Middle East & North Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2012,0.002739106,0.003225413,0.0022341
Deaths,Middle East & North Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2012,0.000786688,0.000927188,0.000677324
Deaths,Middle East & North Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2012,0.002776557,0.003334009,0.002357976
Deaths,Middle East & North Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2012,0.000643065,0.000773526,0.000539677
Deaths,Middle East & North Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2012,0.00227118,0.00273189,0.001968381
Deaths,Middle East & North Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2012,0.000410235,0.000483688,0.000351699
Deaths,Middle East & North Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2012,0.001393245,0.001654458,0.001218717
Deaths,Middle East & North Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2012,0.000267675,0.000318711,0.000226974
Deaths,Middle East & North Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2012,0.000985178,0.001178581,0.000854433
Deaths,Middle East & North Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2012,0.000187662,0.000220372,0.000161124
Deaths,Middle East & North Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2012,0.000674154,0.000795849,0.000576968
Deaths,Middle East & North Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2012,0.000134739,0.000157371,0.000117357
Deaths,Middle East & North Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2012,0.000430416,0.000514571,0.000366029
Deaths,Middle East & North Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2012,0.000109118,0.000127336,9.43E-05
Deaths,Middle East & North Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2012,0.016676023,0.019496704,0.01403948
Deaths,Middle East & North Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2012,0.007657373,0.009084157,0.006485986
Deaths,Middle East & North Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2012,0.015691124,0.018162419,0.013204029
Deaths,Middle East & North Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2012,0.006498542,0.007747377,0.0055872
Deaths,Middle East & North Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2012,0.013946111,0.016667255,0.011803181
Deaths,Middle East & North Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2012,0.004789473,0.005949887,0.003910269
Deaths,Middle East & North Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2012,0.011095827,0.012710152,0.009638139
Deaths,Middle East & North Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2012,0.00349244,0.004237464,0.002905741
Deaths,Middle East & North Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2012,0.005114697,0.005920247,0.004390457
Deaths,Middle East & North Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2012,0.002160629,0.002760366,0.001660463
Deaths,Middle East & North Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2012,0.002499493,0.002841351,0.002177923
Deaths,Middle East & North Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2012,0.001201635,0.001447126,0.000985204
Deaths,Middle East & North Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2012,0.001372466,0.001561071,0.001179609
Deaths,Middle East & North Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2012,0.000710479,0.000875832,0.000577977
Deaths,Middle East & North Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2012,0.000831705,0.000976895,0.000712468
Deaths,Middle East & North Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2012,0.000386428,0.000476814,0.000302299
Deaths,Middle East & North Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2012,0.000522785,0.00061341,0.000445788
Deaths,Middle East & North Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2012,0.000341525,0.000407228,0.00027777
Deaths,South Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2012,0.008108319,0.009331327,0.00529032
Deaths,South Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2012,0.000325649,0.000363839,0.000290984
Deaths,South Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2012,0.013514027,0.015398855,0.0092117
Deaths,South Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2012,0.000513442,0.000574488,0.000451037
Deaths,South Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2012,0.01222078,0.014038937,0.00826318
Deaths,South Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2012,0.00117625,0.001324099,0.001034061
Deaths,South Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2012,0.010637139,0.011982205,0.007206345
Deaths,South Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2012,0.000969795,0.001113619,0.000844651
Deaths,South Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2012,0.01011807,0.011465887,0.007272427
Deaths,South Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2012,0.000882003,0.000992413,0.000779089
Deaths,South Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2012,0.00594328,0.006556191,0.004047809
Deaths,South Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2012,0.000900459,0.001031919,0.000782708
Deaths,South Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2012,0.005148901,0.005845268,0.003454248
Deaths,South Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2012,0.000325931,0.00037209,0.000285203
Deaths,South Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2012,0.003225033,0.003595926,0.002145626
Deaths,South Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2012,0.000188479,0.000215931,0.000162754
Deaths,South Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2012,0.002351675,0.002659278,0.00149231
Deaths,South Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2012,0.0002208,0.00025393,0.000187751
Deaths,South Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2012,0.002531494,0.003044236,0.002119241
Deaths,South Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2012,0.000804186,0.001002091,0.000655878
Deaths,South Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2012,0.002211479,0.002616183,0.001908961
Deaths,South Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2012,0.000982352,0.0012004,0.000810053
Deaths,South Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2012,0.001517296,0.001780652,0.0013073
Deaths,South Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2012,0.000892528,0.001108117,0.000714434
Deaths,South Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2012,0.001493676,0.001719396,0.001312955
Deaths,South Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2012,0.00063566,0.00078274,0.00051964
Deaths,South Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2012,0.001149349,0.001358422,0.000958135
Deaths,South Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2012,0.000600816,0.000755769,0.000489301
Deaths,South Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2012,0.000746308,0.000868065,0.000643403
Deaths,South Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2012,0.000522195,0.000607293,0.00044597
Deaths,South Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2012,0.000790491,0.000923898,0.000659393
Deaths,South Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2012,0.000378154,0.000455946,0.000315436
Deaths,South Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2012,0.000395852,0.000463134,0.000337503
Deaths,South Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2012,0.000372413,0.000446665,0.000309867
Deaths,South Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2012,0.000438878,0.000520209,0.000374471
Deaths,South Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2012,0.000354246,0.000424266,0.000295757
Deaths,North America,Male,25 to 29,Alcohol use disorders,Percent,2011,0.01663874,0.017713382,0.015730798
Deaths,North America,Female,25 to 29,Alcohol use disorders,Percent,2011,0.01378366,0.01480855,0.012783367
Deaths,North America,Male,30 to 34,Alcohol use disorders,Percent,2011,0.023837824,0.025186383,0.022618003
Deaths,North America,Female,30 to 34,Alcohol use disorders,Percent,2011,0.018905501,0.020056689,0.017802464
Deaths,North America,Male,35 to 39,Alcohol use disorders,Percent,2011,0.028614848,0.030278456,0.026912163
Deaths,North America,Female,35 to 39,Alcohol use disorders,Percent,2011,0.020006991,0.021053088,0.018823807
Deaths,North America,Male,40 to 44,Alcohol use disorders,Percent,2011,0.031921066,0.033648387,0.030259144
Deaths,North America,Female,40 to 44,Alcohol use disorders,Percent,2011,0.020445119,0.021681356,0.0193828
Deaths,North America,Male,45 to 49,Alcohol use disorders,Percent,2011,0.030240787,0.031701069,0.028802418
Deaths,North America,Female,45 to 49,Alcohol use disorders,Percent,2011,0.019089923,0.020066903,0.018109309
Deaths,North America,Male,50 to 54,Alcohol use disorders,Percent,2011,0.022166836,0.023051463,0.021352444
Deaths,North America,Female,50 to 54,Alcohol use disorders,Percent,2011,0.012677033,0.013255847,0.012124082
Deaths,North America,Male,55 to 59,Alcohol use disorders,Percent,2011,0.016112039,0.016670528,0.015609794
Deaths,North America,Female,55 to 59,Alcohol use disorders,Percent,2011,0.008000043,0.008385923,0.007600541
Deaths,North America,Male,60 to 64,Alcohol use disorders,Percent,2011,0.010609778,0.011007658,0.01021251
Deaths,North America,Female,60 to 64,Alcohol use disorders,Percent,2011,0.004433941,0.004651754,0.004210584
Deaths,North America,Male,65 to 69,Alcohol use disorders,Percent,2011,0.006335629,0.006600106,0.006079402
Deaths,North America,Female,65 to 69,Alcohol use disorders,Percent,2011,0.002329264,0.002459989,0.002202113
Deaths,North America,Male,25 to 29,Opioid use disorders,Percent,2011,0.143288736,0.157663181,0.133368154
Deaths,North America,Female,25 to 29,Opioid use disorders,Percent,2011,0.130961391,0.138702278,0.123797578
Deaths,North America,Male,30 to 34,Opioid use disorders,Percent,2011,0.129189792,0.141965633,0.120376429
Deaths,North America,Female,30 to 34,Opioid use disorders,Percent,2011,0.119170401,0.124788385,0.112427567
Deaths,North America,Male,35 to 39,Opioid use disorders,Percent,2011,0.108497296,0.11980157,0.100988144
Deaths,North America,Female,35 to 39,Opioid use disorders,Percent,2011,0.097503228,0.103431256,0.09142734
Deaths,North America,Male,40 to 44,Opioid use disorders,Percent,2011,0.079201641,0.087816895,0.072879047
Deaths,North America,Female,40 to 44,Opioid use disorders,Percent,2011,0.073510838,0.078027433,0.069391509
Deaths,North America,Male,45 to 49,Opioid use disorders,Percent,2011,0.051076826,0.055712342,0.046816536
Deaths,North America,Female,45 to 49,Opioid use disorders,Percent,2011,0.051515873,0.055057197,0.048370059
Deaths,North America,Male,50 to 54,Opioid use disorders,Percent,2011,0.024625343,0.026759617,0.022686746
Deaths,North America,Female,50 to 54,Opioid use disorders,Percent,2011,0.030385729,0.032519257,0.028338056
Deaths,North America,Male,55 to 59,Opioid use disorders,Percent,2011,0.012243756,0.013474774,0.011113
Deaths,North America,Female,55 to 59,Opioid use disorders,Percent,2011,0.015611005,0.016866677,0.014359444
Deaths,North America,Male,60 to 64,Opioid use disorders,Percent,2011,0.004609046,0.005146366,0.004181063
Deaths,North America,Female,60 to 64,Opioid use disorders,Percent,2011,0.005672123,0.006140315,0.005290813
Deaths,North America,Male,65 to 69,Opioid use disorders,Percent,2011,0.001726394,0.001889123,0.00158717
Deaths,North America,Female,65 to 69,Opioid use disorders,Percent,2011,0.002284102,0.002439666,0.002138636
Deaths,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2012,0.030820445,0.032252254,0.028861458
Deaths,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2012,0.019334027,0.02045612,0.017948205
Deaths,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2012,0.042322245,0.043738767,0.040843439
Deaths,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2012,0.025983992,0.026996363,0.024853697
Deaths,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2012,0.04914021,0.05095837,0.047121632
Deaths,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2012,0.029217886,0.030389508,0.02782755
Deaths,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2012,0.049148632,0.051047169,0.04652288
Deaths,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2012,0.027322093,0.02850385,0.025915322
Deaths,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2012,0.043190207,0.04478543,0.041328314
Deaths,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2012,0.023521658,0.024566658,0.022460254
Deaths,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2012,0.034489525,0.035734712,0.033083781
Deaths,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2012,0.018728344,0.019411069,0.01789398
Deaths,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2012,0.024173886,0.024889466,0.023454592
Deaths,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2012,0.014449924,0.014962317,0.013931491
Deaths,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2012,0.015472867,0.015934096,0.015024325
Deaths,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2012,0.008300109,0.008599477,0.007996055
Deaths,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2012,0.008198497,0.008508478,0.00791968
Deaths,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2012,0.003930128,0.004135374,0.00371785
Deaths,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2012,0.041420467,0.045690328,0.038686034
Deaths,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2012,0.020031086,0.021018546,0.018887514
Deaths,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2012,0.03703091,0.039896525,0.035033422
Deaths,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2012,0.015985143,0.016738922,0.015126865
Deaths,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2012,0.022663649,0.02418272,0.02153469
Deaths,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2012,0.01018759,0.010686078,0.009615608
Deaths,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2012,0.012061464,0.012936182,0.011357444
Deaths,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2012,0.006272723,0.006610537,0.005925517
Deaths,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2012,0.006083882,0.006509574,0.005699316
Deaths,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2012,0.003939417,0.004170839,0.003722247
Deaths,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2012,0.002951812,0.003147852,0.002794439
Deaths,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2012,0.002627109,0.002768057,0.002503952
Deaths,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2012,0.001661134,0.00175094,0.001582764
Deaths,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2012,0.001758524,0.001855416,0.001671676
Deaths,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2012,0.00092229,0.00096827,0.00087817
Deaths,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2012,0.00098815,0.001044249,0.000936887
Deaths,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2012,0.000519382,0.00054724,0.000493237
Deaths,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2012,0.00062699,0.000665978,0.00059219
Deaths,East Asia & Pacific - WB,Male,25 to 29,Alcohol use disorders,Percent,2012,0.007265834,0.008317852,0.004650058
Deaths,East Asia & Pacific - WB,Female,25 to 29,Alcohol use disorders,Percent,2012,0.001643908,0.001798695,0.001503438
Deaths,East Asia & Pacific - WB,Male,30 to 34,Alcohol use disorders,Percent,2012,0.010376018,0.011698829,0.006956066
Deaths,East Asia & Pacific - WB,Female,30 to 34,Alcohol use disorders,Percent,2012,0.001884873,0.002057629,0.001738256
Deaths,East Asia & Pacific - WB,Male,35 to 39,Alcohol use disorders,Percent,2012,0.01322107,0.014580768,0.009005205
Deaths,East Asia & Pacific - WB,Female,35 to 39,Alcohol use disorders,Percent,2012,0.001938114,0.002100794,0.00177772
Deaths,East Asia & Pacific - WB,Male,40 to 44,Alcohol use disorders,Percent,2012,0.013110264,0.01436445,0.008834306
Deaths,East Asia & Pacific - WB,Female,40 to 44,Alcohol use disorders,Percent,2012,0.001619676,0.001751084,0.00149501
Deaths,East Asia & Pacific - WB,Male,45 to 49,Alcohol use disorders,Percent,2012,0.011127574,0.012356648,0.007156245
Deaths,East Asia & Pacific - WB,Female,45 to 49,Alcohol use disorders,Percent,2012,0.001191822,0.001287441,0.001099667
Deaths,East Asia & Pacific - WB,Male,50 to 54,Alcohol use disorders,Percent,2012,0.006550026,0.007136553,0.004432146
Deaths,East Asia & Pacific - WB,Female,50 to 54,Alcohol use disorders,Percent,2012,0.000787649,0.000848789,0.000732454
Deaths,East Asia & Pacific - WB,Male,55 to 59,Alcohol use disorders,Percent,2012,0.004516368,0.004876789,0.003070387
Deaths,East Asia & Pacific - WB,Female,55 to 59,Alcohol use disorders,Percent,2012,0.000552861,0.000591513,0.000517293
Deaths,East Asia & Pacific - WB,Male,60 to 64,Alcohol use disorders,Percent,2012,0.00271569,0.002930159,0.001779658
Deaths,East Asia & Pacific - WB,Female,60 to 64,Alcohol use disorders,Percent,2012,0.000367886,0.000393126,0.000342729
Deaths,East Asia & Pacific - WB,Male,65 to 69,Alcohol use disorders,Percent,2012,0.001656374,0.001790441,0.001082416
Deaths,East Asia & Pacific - WB,Female,65 to 69,Alcohol use disorders,Percent,2012,0.000289848,0.000311888,0.000269051
Deaths,East Asia & Pacific - WB,Male,25 to 29,Opioid use disorders,Percent,2012,0.004117245,0.004976904,0.003559072
Deaths,East Asia & Pacific - WB,Female,25 to 29,Opioid use disorders,Percent,2012,0.002488578,0.002720963,0.002242147
Deaths,East Asia & Pacific - WB,Male,30 to 34,Opioid use disorders,Percent,2012,0.005684093,0.006498177,0.005091814
Deaths,East Asia & Pacific - WB,Female,30 to 34,Opioid use disorders,Percent,2012,0.002937651,0.003208171,0.0026682
Deaths,East Asia & Pacific - WB,Male,35 to 39,Opioid use disorders,Percent,2012,0.004353057,0.004900515,0.003886546
Deaths,East Asia & Pacific - WB,Female,35 to 39,Opioid use disorders,Percent,2012,0.002479477,0.002702859,0.002273639
Deaths,East Asia & Pacific - WB,Male,40 to 44,Opioid use disorders,Percent,2012,0.002771301,0.003064076,0.002512664
Deaths,East Asia & Pacific - WB,Female,40 to 44,Opioid use disorders,Percent,2012,0.001421719,0.001560406,0.001295581
Deaths,East Asia & Pacific - WB,Male,45 to 49,Opioid use disorders,Percent,2012,0.001385122,0.001538047,0.001261758
Deaths,East Asia & Pacific - WB,Female,45 to 49,Opioid use disorders,Percent,2012,0.000847392,0.000930042,0.000776464
Deaths,East Asia & Pacific - WB,Male,50 to 54,Opioid use disorders,Percent,2012,0.000743347,0.000809096,0.000685106
Deaths,East Asia & Pacific - WB,Female,50 to 54,Opioid use disorders,Percent,2012,0.000527101,0.000568178,0.000487331
Deaths,East Asia & Pacific - WB,Male,55 to 59,Opioid use disorders,Percent,2012,0.000420832,0.00045863,0.000385812
Deaths,East Asia & Pacific - WB,Female,55 to 59,Opioid use disorders,Percent,2012,0.000416813,0.000455654,0.000382514
Deaths,East Asia & Pacific - WB,Male,60 to 64,Opioid use disorders,Percent,2012,0.000267999,0.000292841,0.000246845
Deaths,East Asia & Pacific - WB,Female,60 to 64,Opioid use disorders,Percent,2012,0.000297388,0.000323871,0.000273809
Deaths,East Asia & Pacific - WB,Male,65 to 69,Opioid use disorders,Percent,2012,0.000211082,0.000230859,0.000193337
Deaths,East Asia & Pacific - WB,Female,65 to 69,Opioid use disorders,Percent,2012,0.000237747,0.000257649,0.000217869
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Alcohol use disorders,Percent,2012,0.009862704,0.010495692,0.009300158
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Alcohol use disorders,Percent,2012,0.002839305,0.003095381,0.002610512
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Alcohol use disorders,Percent,2012,0.018700545,0.019635535,0.017887093
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Alcohol use disorders,Percent,2012,0.004805208,0.005158174,0.004477583
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Alcohol use disorders,Percent,2012,0.027207498,0.028582855,0.025954958
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Alcohol use disorders,Percent,2012,0.006094957,0.006512963,0.005729863
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Alcohol use disorders,Percent,2012,0.032078344,0.033628874,0.030649244
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Alcohol use disorders,Percent,2012,0.006115029,0.006511597,0.005767295
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Alcohol use disorders,Percent,2012,0.031574788,0.033167448,0.030234943
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Alcohol use disorders,Percent,2012,0.005262787,0.005592888,0.004917365
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Alcohol use disorders,Percent,2012,0.022315164,0.023276056,0.021361985
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Alcohol use disorders,Percent,2012,0.00318849,0.003385161,0.003012093
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Alcohol use disorders,Percent,2012,0.016436194,0.017188958,0.015786077
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Alcohol use disorders,Percent,2012,0.002203057,0.002338236,0.002074028
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Alcohol use disorders,Percent,2012,0.011126358,0.011640378,0.010630496
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Alcohol use disorders,Percent,2012,0.001419161,0.001507143,0.001333881
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Alcohol use disorders,Percent,2012,0.007880059,0.008273997,0.007516735
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Alcohol use disorders,Percent,2012,0.00096234,0.001032232,0.000889533
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Opioid use disorders,Percent,2012,0.000495323,0.000544585,0.000449497
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Opioid use disorders,Percent,2012,0.000499627,0.000583918,0.000444254
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Opioid use disorders,Percent,2012,0.000721419,0.000790652,0.000657862
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Opioid use disorders,Percent,2012,0.000488517,0.000544598,0.000440149
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Opioid use disorders,Percent,2012,0.00075147,0.000817569,0.000690537
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Opioid use disorders,Percent,2012,0.000314123,0.000357882,0.000279924
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Opioid use disorders,Percent,2012,0.000652212,0.000711876,0.000598241
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Opioid use disorders,Percent,2012,0.000246595,0.000274157,0.000222117
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Opioid use disorders,Percent,2012,0.000362741,0.000404399,0.000325152
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Opioid use disorders,Percent,2012,0.000153957,0.000172402,0.000139389
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Opioid use disorders,Percent,2012,0.000270867,0.0003003,0.000244977
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Opioid use disorders,Percent,2012,0.0001582,0.000175453,0.00014403
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Opioid use disorders,Percent,2012,0.000182306,0.000206099,0.000162074
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Opioid use disorders,Percent,2012,0.000118476,0.000132566,0.000106648
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Opioid use disorders,Percent,2012,0.000132207,0.000154393,0.000115745
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Opioid use disorders,Percent,2012,8.71E-05,9.67E-05,7.90E-05
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Opioid use disorders,Percent,2012,0.000102641,0.000120411,8.86E-05
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Opioid use disorders,Percent,2012,9.04E-05,9.86E-05,8.24E-05
Deaths,North America,Male,25 to 29,Alcohol use disorders,Percent,2010,0.016270015,0.017317923,0.015354445
Deaths,North America,Female,25 to 29,Alcohol use disorders,Percent,2010,0.013256772,0.014267433,0.012295926
Deaths,North America,Male,30 to 34,Alcohol use disorders,Percent,2010,0.023400633,0.024747521,0.022109807
Deaths,North America,Female,30 to 34,Alcohol use disorders,Percent,2010,0.018303022,0.019403168,0.017108592
Deaths,North America,Male,35 to 39,Alcohol use disorders,Percent,2010,0.028325671,0.029962748,0.026505719
Deaths,North America,Female,35 to 39,Alcohol use disorders,Percent,2010,0.019720149,0.020805356,0.018505221
Deaths,North America,Male,40 to 44,Alcohol use disorders,Percent,2010,0.031537299,0.033233059,0.029839971
Deaths,North America,Female,40 to 44,Alcohol use disorders,Percent,2010,0.020122736,0.021345115,0.018991779
Deaths,North America,Male,45 to 49,Alcohol use disorders,Percent,2010,0.029880809,0.03134007,0.028466103
Deaths,North America,Female,45 to 49,Alcohol use disorders,Percent,2010,0.018700971,0.019735453,0.017715958
Deaths,North America,Male,50 to 54,Alcohol use disorders,Percent,2010,0.021701178,0.022578792,0.020915314
Deaths,North America,Female,50 to 54,Alcohol use disorders,Percent,2010,0.012193753,0.012764339,0.011668888
